"SAMPLEID","SITE","TREATMENT","QUADRAT","TIME","IDNUMBERS","DBD1","DBD2","DBD3","DBD4","DBD","OM1","OC1","SCD1","OM2","OC2","SCD2","SCD","MEANGRAIN","SDGRAIN","PERCENTCOVER.x","mean_leaf","sd_leaf","n_leaf","se_leaf","PERCENTCOVER.y","TEMP_mean","TEMP_sd","TEMP_se","SALINITY_mean","SALINITY_sd","SALINITY_se","DO_mean","DO_sd","DO_se","pH_mean","pH_sd","pH_se","TURBIDITY_mean","TURBIDITY_sd","TURBIDITY_se","Site"
"FB-HO-02","FB","HO","2","2","165, 166, 167, 168",1.2107235501949,1.12034639589561,1.1698310239654,1.09529965797145,1.14905015700684,3.80121474161006,0.890485896644023,0.0107813224618334,3.06580906815373,0.59632362726149,0.0069759787949407,17.7573012567741,NA,NA,12.5,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HO-02","FB","HO","2","2","165, 166, 167, 168",1.2107235501949,1.12034639589561,1.1698310239654,1.09529965797145,1.14905015700684,3.80121474161006,0.890485896644023,0.0107813224618334,3.06580906815373,0.59632362726149,0.0069759787949407,17.7573012567741,NA,NA,12.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SI-02","FB","SI","2","2","169, 170, 171, 172",1.43540412654018,1.53909720165119,1.49011819716761,1.47600622538106,1.48515643768501,2.69281344691557,0.447125378766226,0.0064180561376188,2.50831028445283,0.373324113781131,0.00556297055386734,11.9810266914861,NA,NA,0,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SI-02","FB","SI","2","2","169, 170, 171, 172",1.43540412654018,1.53909720165119,1.49011819716761,1.47600622538106,1.48515643768501,2.69281344691557,0.447125378766226,0.0064180561376188,2.50831028445283,0.373324113781131,0.00556297055386734,11.9810266914861,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SO-02","FB","SO","2","2","173, 174, 175, 176",1.16315294358984,1.20820767920195,1.46614569066881,1.40353234498356,1.31025966461104,2.85996308070967,0.513985232283866,0.00597843435892686,2.88886779918383,0.525547119673531,0.00770528644752751,13.6837208064544,NA,NA,0,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SO-02","FB","SO","2","2","173, 174, 175, 176",1.16315294358984,1.20820767920195,1.46614569066881,1.40353234498356,1.31025966461104,2.85996308070967,0.513985232283866,0.00597843435892686,2.88886779918383,0.525547119673531,0.00770528644752751,13.6837208064544,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HI-03","FB","HI","3","2","177, 178, 179, 180",1.35561007629952,1.39025491454863,1.42381852312206,1.44633889267779,1.404005601662,2.89797413357583,0.529189653430332,0.00717374826463608,2.79843431649173,0.489373726596694,0.00696779376657641,14.1415420312125,NA,NA,27.5,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HI-03","FB","HI","3","2","177, 178, 179, 180",1.35561007629952,1.39025491454863,1.42381852312206,1.44633889267779,1.404005601662,2.89797413357583,0.529189653430332,0.00717374826463608,2.79843431649173,0.489373726596694,0.00696779376657641,14.1415420312125,NA,NA,27.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HO-03","FB","HO","3","2","181, 182, 183, 184",1.25916193984063,1.41298173248904,1.36550910138857,1.48696898451998,1.38115543955956,3.39182510002876,0.726730040011503,0.00915070806921346,3.0249030191131,0.579961207645242,0.00791942307491886,17.0701311441323,NA,NA,27.5,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HO-03","FB","HO","3","2","181, 182, 183, 184",1.25916193984063,1.41298173248904,1.36550910138857,1.48696898451998,1.38115543955956,3.39182510002876,0.726730040011503,0.00915070806921346,3.0249030191131,0.579961207645242,0.00791942307491886,17.0701311441323,NA,NA,27.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SI-03","FB","SI","3","2","185, 186, 187, 188",1.32291774989194,1.33449285593457,1.43272379666452,1.28064306922265,1.34269436792842,2.89793601586819,0.529174406347277,0.00700054214945341,2.71435404289597,0.455741617158389,0.00652951860033197,13.5300607497854,NA,NA,0,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SI-03","FB","SI","3","2","185, 186, 187, 188",1.32291774989194,1.33449285593457,1.43272379666452,1.28064306922265,1.34269436792842,2.89793601586819,0.529174406347277,0.00700054214945341,2.71435404289597,0.455741617158389,0.00652951860033197,13.5300607497854,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SO-03","FB","SO","3","2","189, 190, 191, 192",1.38734714153732,1.35007970897776,1.48837388327334,1.52389525237604,1.43742399654111,2.72086792577649,0.458347170310594,0.00635886636562121,2.59356217956514,0.407424871826056,0.0060640053862189,12.4228717518401,NA,NA,0,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SO-03","FB","SO","3","2","189, 190, 191, 192",1.38734714153732,1.35007970897776,1.48837388327334,1.52389525237604,1.43742399654111,2.72086792577649,0.458347170310594,0.00635886636562121,2.59356217956514,0.407424871826056,0.0060640053862189,12.4228717518401,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HI-04","FB","HI","4","3","289, 290, 291, 292",1.48095048923784,1.59533339172498,1.44049185452868,1.59741012250984,1.52854646450034,NA,NA,NA,NA,NA,NA,0,NA,NA,72.5,NA,NA,NA,NA,72.5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-HI-04","FB","HI","4","3","289, 290, 291, 292",1.48095048923784,1.59533339172498,1.44049185452868,1.59741012250984,1.52854646450034,NA,NA,NA,NA,NA,NA,0,NA,NA,72.5,NA,NA,NA,NA,0,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-HO-04","FB","HO","4","3","293, 294, 295, 296",1.48981552284092,1.33337313588207,1.48003371844486,1.41872729600838,1.43048741829406,NA,NA,NA,NA,NA,NA,0,NA,NA,72.5,NA,NA,NA,NA,72.5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-HO-04","FB","HO","4","3","293, 294, 295, 296",1.48981552284092,1.33337313588207,1.48003371844486,1.41872729600838,1.43048741829406,NA,NA,NA,NA,NA,NA,0,NA,NA,72.5,NA,NA,NA,NA,0,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-SI-04","FB","SI","4","3","297, 298, 299, 300",1.50796198594161,1.618467857747,1.38550485213845,1.5116693090529,1.50590100121999,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,72.5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-SI-04","FB","SI","4","3","297, 298, 299, 300",1.50796198594161,1.618467857747,1.38550485213845,1.5116693090529,1.50590100121999,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-SO-04","FB","SO","4","3","301, 302, 303, 304",1.5253876292585,1.65054433812571,1.53563831642654,1.47119667784309,1.54569174041346,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,72.5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-SO-04","FB","SO","4","3","301, 302, 303, 304",1.5253876292585,1.65054433812571,1.53563831642654,1.47119667784309,1.54569174041346,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-HI-05","FB","HI","5","3","305, 306, 307, 308",1.44369530361636,1.55662781872301,1.39966231255214,1.45689750286026,1.46422073443794,NA,NA,NA,NA,NA,NA,0,NA,NA,2.5,NA,NA,NA,NA,2.5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-HI-05","FB","HI","5","3","305, 306, 307, 308",1.44369530361636,1.55662781872301,1.39966231255214,1.45689750286026,1.46422073443794,NA,NA,NA,NA,NA,NA,0,NA,NA,2.5,NA,NA,NA,NA,7.5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-HO-05","FB","HO","5","3","309, 310, 311, 312",1.44128090725317,1.54931814625534,1.50828040633154,1.47000697528732,1.49222160878184,NA,NA,NA,NA,NA,NA,0,NA,NA,2.5,NA,NA,NA,NA,2.5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-HO-05","FB","HO","5","3","309, 310, 311, 312",1.44128090725317,1.54931814625534,1.50828040633154,1.47000697528732,1.49222160878184,NA,NA,NA,NA,NA,NA,0,NA,NA,2.5,NA,NA,NA,NA,7.5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-SI-05","FB","SI","5","3","313, 314, 315, 316",1.49318518037389,1.53208845394763,1.43311919780806,1.32679303101111,1.44629646578517,NA,NA,NA,NA,NA,NA,0,NA,NA,7.5,NA,NA,NA,NA,2.5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-SI-05","FB","SI","5","3","313, 314, 315, 316",1.49318518037389,1.53208845394763,1.43311919780806,1.32679303101111,1.44629646578517,NA,NA,NA,NA,NA,NA,0,NA,NA,7.5,NA,NA,NA,NA,7.5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-SO-05","FB","SO","5","3","317, 318, 319, 320",1.41217343457615,1.51790125097005,1.46928440594095,1.39427016067436,1.44840731304038,NA,NA,NA,NA,NA,NA,0,NA,NA,7.5,NA,NA,NA,NA,2.5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-SO-05","FB","SO","5","3","317, 318, 319, 320",1.41217343457615,1.51790125097005,1.46928440594095,1.39427016067436,1.44840731304038,NA,NA,NA,NA,NA,NA,0,NA,NA,7.5,NA,NA,NA,NA,7.5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-HI-06","FB","HI","6","3","321, 322, 323, 324",1.48968955433502,1.45206871013389,1.69402096828885,1.61715393624791,1.56323329225142,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,NA,NA,NA,5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-HI-06","FB","HI","6","3","321, 322, 323, 324",1.48968955433502,1.45206871013389,1.69402096828885,1.61715393624791,1.56323329225142,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,NA,NA,NA,0,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-HO-06","FB","HO","6","3","325, 326, 327, 328",1.44668530606902,1.59758332920546,1.36058933140794,1.51239712708702,1.47931377344236,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,NA,NA,NA,5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-HO-06","FB","HO","6","3","325, 326, 327, 328",1.44668530606902,1.59758332920546,1.36058933140794,1.51239712708702,1.47931377344236,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,NA,NA,NA,0,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-SI-06","FB","SI","6","3","329, 330, 331, 332",1.42839013014887,1.50731639734884,1.42826416164296,1.35494524251835,1.42972898291476,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-SI-06","FB","SI","6","3","329, 330, 331, 332",1.42839013014887,1.50731639734884,1.42826416164296,1.35494524251835,1.42972898291476,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-SO-06","FB","SO","6","3","333, 334, 335, 336",1.44781902262217,1.36773279543032,1.36745461497978,1.47370380102312,1.41417755851385,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,5,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-SO-06","FB","SO","6","3","333, 334, 335, 336",1.44781902262217,1.36773279543032,1.36745461497978,1.47370380102312,1.41417755851385,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,30.071,0.130107647738325,0.0920000000000005,35.5,0.0707106781186507,0.0499999999999972,6.16,0.0141421356237306,0.00999999999999979,7.805,0.0353553390593273,0.0249999999999999,0.25,0,0,"FB"
"FB-HI-07","FB","HI","7","4","433, 434, 435, 436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,87.5,NA,NA,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HI-07","FB","HI","7","4","433, 434, 435, 436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,87.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HO-07","FB","HO","7","4","437, 438, 439, 440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,87.5,NA,NA,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HO-07","FB","HO","7","4","437, 438, 439, 440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,87.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SI-07","FB","SI","7","4","441, 442, 443, 444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SI-07","FB","SI","7","4","441, 442, 443, 444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SO-07","FB","SO","7","4","445, 446, 447, 448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SO-07","FB","SO","7","4","445, 446, 447, 448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HI-08","FB","HI","8","4","449, 450, 451, 452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,87.5,NA,NA,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HI-08","FB","HI","8","4","449, 450, 451, 452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,87.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HO-08","FB","HO","8","4","453, 454, 455, 456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,87.5,NA,NA,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HO-08","FB","HO","8","4","453, 454, 455, 456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,87.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SI-08","FB","SI","8","4","457, 458, 459, 460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SI-08","FB","SI","8","4","457, 458, 459, 460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SO-08","FB","SO","8","4","461, 462, 463, 464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SO-08","FB","SO","8","4","461, 462, 463, 464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HI-09","FB","HI","9","4","465, 466, 467, 468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7.5,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HI-09","FB","HI","9","4","465, 466, 467, 468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HO-09","FB","HO","9","4","469,470, 471, 472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7.5,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HO-09","FB","HO","9","4","469,470, 471, 472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SI-09","FB","SI","9","4","473, 474, 475, 476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SI-09","FB","SI","9","4","473, 474, 475, 476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SO-09","FB","SO","9","4","477, 478, 479, 480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-SO-09","FB","SO","9","4","477, 478, 479, 480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FB-HI-10","FB","HI","10","5","577, 578, 579, 580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
